state,county,Date,positive_pct,transmission_level,dose_1_pct,fully_pct,metro
Kansas,Doniphan County,2022-03-09,2.82,moderate,55,47.9,Metro
Missouri,Boone County,2022-03-09,4,moderate,71.8,61.2,Metro
Nebraska,Pierce County,2022-03-09,0,low,37.2,37,Non-metro
Indiana,Marion County,2022-03-09,2.16,substantial,63,55.2,Metro
Minnesota,Wadena County,2022-03-09,3.12,substantial,53,49.5,Non-metro
Indiana,Shelby County,2022-03-09,2.58,moderate,63.8,57.4,Metro
Missouri,Daviess County,2022-03-09,8.93,high,37.4,32.8,Non-metro
North Dakota,Nelson County,2022-03-09,2.13,substantial,76.1,70.5,Non-metro
Wisconsin,Columbia County,2022-03-09,2.91,substantial,71,66.7,Metro
Ohio,Guernsey County,2022-03-09,4.62,substantial,47.1,44.1,Non-metro
South Dakota,Charles Mix County,2022-03-09,9.64,substantial,70.4,53.6,Non-metro
Nebraska,Buffalo County,2022-03-09,8.11,substantial,0,41.4,Non-metro
South Dakota,Lincoln County,2022-03-09,4.68,moderate,75,58.1,Metro
Kansas,Stanton County,2022-03-09,3.6294571536429,low,55.5,50.6,Non-metro
Nebraska,Sherman County,2022-03-09,3.6294571536429,high,0,39.3,Non-metro
Ohio,Athens County,2022-03-09,3.12,substantial,54.7,51,Non-metro
Missouri,St. Francois County,2022-03-09,7.74,high,49.2,43.1,Non-metro
Indiana,Carroll County,2022-03-09,0.56,moderate,39.8,35.2,Metro
Minnesota,Carver County,2022-03-09,4.72,substantial,71.4,67,Metro
Indiana,Rush County,2022-03-09,4.26,substantial,50.6,46.6,Non-metro
Nebraska,Boone County,2022-03-09,3.6294571536429,low,0,48.8,Non-metro
Missouri,Atchison County,2022-03-09,17.95,high,64.4,55.6,Non-metro
South Dakota,Union County,2022-03-09,20.59,high,66.7,50.9,Metro
Indiana,Johnson County,2022-03-09,2.45,moderate,65.8,58,Metro
Indiana,Porter County,2022-03-09,4.62,substantial,62.3,56.4,Metro
Indiana,Morgan County,2022-03-09,4.56,moderate,59,53.5,Metro
Missouri,Clay County,2022-03-09,3.83,low,62.1,53.5,Metro
Missouri,Harrison County,2022-03-09,0,moderate,40.3,33.7,Non-metro
Minnesota,Aitkin County,2022-03-09,3.6,substantial,62.9,58.5,Non-metro
South Dakota,Potter County,2022-03-09,4,high,68.7,60.4,Non-metro
Michigan,Shiawassee County,2022-03-09,6.5,substantial,52.5,51.1,Non-metro
Missouri,Cooper County,2022-03-09,6.82,moderate,50.2,44,Non-metro
South Dakota,Jackson County,2022-03-09,8,substantial,57.9,47.8,Non-metro
South Dakota,Lawrence County,2022-03-09,5.95,moderate,70.9,56.6,Non-metro
Minnesota,Lac qui Parle County,2022-03-09,1.09,substantial,61,58.4,Non-metro
Michigan,Ingham County,2022-03-09,4.69,substantial,59.3,56.8,Metro
Nebraska,Platte County,2022-03-09,6.25,moderate,0,46.5,Non-metro
Ohio,Belmont County,2022-03-09,4.72,substantial,53.7,47.7,Metro
Minnesota,Le Sueur County,2022-03-09,3.73,substantial,51.8,48.8,Metro
Missouri,St. Louis City,2022-03-09,3.15,substantial,NA,NA,NA
Missouri,Jackson County,2022-03-09,3.61,moderate,69.6,56.4,Metro
Minnesota,Crow Wing County,2022-03-09,5.6,substantial,60.1,56.2,Non-metro
Illinois,Hamilton County,2022-03-09,1.82,moderate,42.8,38.9,Non-metro
Missouri,Macon County,2022-03-09,4.84,low,44.3,39.8,Non-metro
South Dakota,Bon Homme County,2022-03-09,0,low,66.3,57.1,Non-metro
Indiana,Tipton County,2022-03-09,1.65,moderate,49,44.7,Non-metro
Indiana,Grant County,2022-03-09,6,moderate,46.3,41.6,Non-metro
Ohio,Fairfield County,2022-03-09,3.66,moderate,60.6,57.1,Metro
Wisconsin,Richland County,2022-03-09,4.32,substantial,62.3,58.4,Non-metro
Ohio,Monroe County,2022-03-09,8.75,substantial,52.1,46,Non-metro
Kansas,Barber County,2022-03-09,22.22,high,52.3,46.6,Non-metro
Ohio,Hocking County,2022-03-09,10.75,high,50.1,47.7,Metro
Minnesota,Chippewa County,2022-03-09,2.43,high,56.7,52.8,Non-metro
Missouri,Nodaway County,2022-03-09,4.35,substantial,54.4,48.7,Non-metro
South Dakota,Davison County,2022-03-09,2.88,moderate,78.7,60.5,Non-metro
Missouri,Randolph County,2022-03-09,4.51,substantial,44.3,37.7,Non-metro
Minnesota,Sibley County,2022-03-09,2.21,substantial,51.9,48.8,Metro
South Dakota,Turner County,2022-03-09,5.88,moderate,62.4,52.9,Metro
South Dakota,Douglas County,2022-03-09,3.6294571536429,high,62.3,51.4,Non-metro
Missouri,Andrew County,2022-03-09,0.54,moderate,43.1,37.8,Metro
Ohio,Vinton County,2022-03-09,8.79,substantial,41.4,39.4,Non-metro
Michigan,Eaton County,2022-03-09,7.56,substantial,58.2,56.7,Metro
Ohio,Licking County,2022-03-09,2.79,moderate,56.9,54.3,Metro
South Dakota,Meade County,2022-03-09,7.22,moderate,64.8,53.5,Metro
Missouri,Knox County,2022-03-09,8.7,substantial,43.4,39.2,Non-metro
Nebraska,Franklin County,2022-03-09,3.6294571536429,low,0,38.4,Non-metro
Indiana,Clinton County,2022-03-09,3.03,moderate,53.1,47.8,Non-metro
Missouri,Clinton County,2022-03-09,6.15,high,55.3,46.9,Metro
Wisconsin,Oconto County,2022-03-09,1.85,moderate,55.9,52.9,Metro
Missouri,Ray County,2022-03-09,4.19,moderate,44.7,39.5,Metro
Minnesota,Swift County,2022-03-09,1.4,substantial,61,57.4,Non-metro
Wisconsin,Door County,2022-03-09,2.16,moderate,84.1,77.7,Non-metro
South Dakota,Clay County,2022-03-09,0,moderate,81.6,67.4,Non-metro
Nebraska,Antelope County,2022-03-09,3.6294571536429,high,0,36.9,Non-metro
Missouri,Gentry County,2022-03-09,10.74,high,48.9,43.1,Non-metro
South Dakota,Beadle County,2022-03-09,6.67,moderate,63,48.6,Non-metro
Minnesota,Martin County,2022-03-09,5.07,high,58.3,55,Non-metro
Indiana,Fayette County,2022-03-09,5.41,moderate,43.5,39.3,Non-metro
Minnesota,Anoka County,2022-03-09,2.53,substantial,62.5,58.8,Metro
Indiana,Jasper County,2022-03-09,0.76,substantial,52.5,46.9,Metro
South Dakota,Tripp County,2022-03-09,0,low,51.1,44.3,Non-metro
South Dakota,Jerauld County,2022-03-09,3.6294571536429,moderate,59.3,51.5,Non-metro
Kansas,Harper County,2022-03-09,0,substantial,52.6,48.1,Non-metro
Nebraska,Kimball County,2022-03-09,3.6294571536429,high,0,34.8,Non-metro
Missouri,Caldwell County,2022-03-09,4.92,substantial,44.4,38.9,Metro
Missouri,Ste. Genevieve County,2022-03-09,0.58,low,49.4,44.7,Non-metro
South Dakota,Minnehaha County,2022-03-09,3.62,moderate,83.9,65.7,Metro
South Dakota,Moody County,2022-03-09,3.57,low,63.3,48.8,Non-metro
North Dakota,Cavalier County,2022-03-09,4.55,moderate,65.7,59.7,Non-metro
South Dakota,Hanson County,2022-03-09,3.6294571536429,moderate,55,42.5,Non-metro
Missouri,Shelby County,2022-03-09,8.11,substantial,51.3,46.6,Non-metro
Illinois,Macoupin County,2022-03-09,1.79,substantial,59.2,54.4,Metro
Missouri,Oregon County,2022-03-09,1.75,moderate,36.5,30.9,Non-metro
Nebraska,Boyd County,2022-03-09,3.6294571536429,low,35.3,34.9,Non-metro
Missouri,Franklin County,2022-03-09,4.25,moderate,60.4,53.9,Metro
South Dakota,Yankton County,2022-03-09,7.09,substantial,77.6,63.5,Non-metro
Michigan,Clinton County,2022-03-09,6.76,high,58.6,57.2,Metro
North Dakota,Grand Forks County,2022-03-09,5.97,substantial,68.9,58.1,Metro
Indiana,Wabash County,2022-03-09,5.05,moderate,45.3,40.8,Non-metro
Michigan,Otsego County,2022-03-09,8.47,substantial,57.3,55.2,Non-metro
Minnesota,Hubbard County,2022-03-09,5.41,high,50.9,47,Non-metro
Indiana,Lake County,2022-03-09,2.74,moderate,63.5,55.9,Metro
Indiana,Cass County,2022-03-09,5.84,high,50.6,45.1,Non-metro
Ohio,Coshocton County,2022-03-09,5.62,substantial,40.7,38.5,Non-metro
Missouri,DeKalb County,2022-03-09,12.5,high,31.2,27.8,Metro
Missouri,Schuyler County,2022-03-09,2.7,substantial,29.8,25.9,Non-metro
Wisconsin,Iowa County,2022-03-09,3.01,substantial,72.8,68.5,Metro
Minnesota,Hennepin County,2022-03-09,3.4,substantial,79.9,73.5,Metro
South Dakota,Brookings County,2022-03-09,2.2,moderate,61,51.4,Non-metro
Nebraska,Frontier County,2022-03-09,3.6294571536429,NA,0,27.3,Non-metro
Indiana,White County,2022-03-09,5.58,high,59.2,54.1,Non-metro
Missouri,Howell County,2022-03-09,3.41,substantial,38.5,32.9,Non-metro
Kansas,Norton County,2022-03-09,3.03,substantial,53.8,52.3,Non-metro
Indiana,Benton County,2022-03-09,1.98,moderate,44.7,41.5,Metro
Missouri,Jefferson County,2022-03-09,3.55,substantial,51.3,44.3,Metro
Missouri,Holt County,2022-03-09,2.38,high,47.6,41.4,Non-metro
Kansas,Phillips County,2022-03-09,0,substantial,47,42.9,Non-metro
North Dakota,Pembina County,2022-03-09,15.62,high,64.3,55.3,Non-metro
Minnesota,Cass County,2022-03-09,3.33,high,62.8,56.5,Non-metro
South Dakota,Campbell County,2022-03-09,3.6294571536429,low,55.5,46.6,Non-metro
Nebraska,Cheyenne County,2022-03-09,31.25,high,44.9,42.6,Non-metro
South Dakota,Brule County,2022-03-09,0,moderate,77.7,54.7,Non-metro
Nebraska,Nance County,2022-03-09,3.6294571536429,low,0,28.6,Non-metro
South Dakota,Mellette County,2022-03-09,0,moderate,42.5,34.9,Non-metro
Missouri,Lafayette County,2022-03-09,3.25,high,52,45.4,Metro
Wisconsin,Grant County,2022-03-09,4.87,substantial,59.4,54.5,Non-metro
South Dakota,Walworth County,2022-03-09,0,substantial,56.8,48.2,Non-metro
Ohio,Morgan County,2022-03-09,10,high,44.7,42,Non-metro
Missouri,Putnam County,2022-03-09,19.05,high,38.9,33,Non-metro
South Dakota,Dewey County,2022-03-09,2.17,substantial,87,72.6,Non-metro
Illinois,Montgomery County,2022-03-09,2.22,high,56.8,51.4,Non-metro
Missouri,St. Louis County,2022-03-09,3.78,substantial,74.8,63.2,Metro
Missouri,Shannon County,2022-03-09,2.02,substantial,33,30.3,Non-metro
Wisconsin,Marquette County,2022-03-09,1.17,moderate,56,53,Non-metro
South Dakota,Pennington County,2022-03-09,6.33,substantial,72.8,57,Metro
Illinois,White County,2022-03-09,0.21,substantial,57.3,51.6,Non-metro
Minnesota,Sherburne County,2022-03-09,1.86,substantial,49.2,45.7,Metro
Missouri,Chariton County,2022-03-09,6.67,substantial,42.7,37.5,Non-metro
Kansas,Kingman County,2022-03-09,0,substantial,52,46.6,Metro
South Dakota,Kingsbury County,2022-03-09,0,substantial,83.9,66.5,Non-metro
Nebraska,Stanton County,2022-03-09,3.6294571536429,low,0,28.4,Non-metro
Illinois,Jefferson County,2022-03-09,4.01,substantial,52.1,46.6,Non-metro
Missouri,Crawford County,2022-03-09,2.7,moderate,38,33.2,Non-metro
Nebraska,Arthur County,2022-03-09,3.6294571536429,low,0,19.4,Non-metro
Wisconsin,Wood County,2022-03-09,4.36,substantial,66.9,61.1,Non-metro
Ohio,Ottawa County,2022-03-09,2.8,high,65.4,61.2,Non-metro
Wisconsin,Jefferson County,2022-03-09,3.97,substantial,61.2,57.1,Non-metro
Illinois,Hancock County,2022-03-09,1.59,moderate,57.8,47.6,Non-metro
Ohio,Ashland County,2022-03-09,1.85,moderate,45.8,43,Non-metro
Nebraska,Scotts Bluff County,2022-03-09,4.35,low,0,41.2,Non-metro
Minnesota,Freeborn County,2022-03-09,3.73,high,60.5,57.1,Non-metro
Kansas,Barton County,2022-03-09,2.12,moderate,47.5,42.8,Non-metro
Ohio,Hancock County,2022-03-09,3.15,moderate,53.9,50.4,Non-metro
South Dakota,Marshall County,2022-03-09,14.29,high,59.5,51.7,Non-metro
Minnesota,Lake County,2022-03-09,2.93,high,68.8,66.3,Non-metro
Illinois,Kane County,2022-03-09,1.93,substantial,73.6,66.5,Metro
Indiana,Wells County,2022-03-09,6.74,moderate,45.5,41.3,Metro
North Dakota,Slope County,2022-03-09,3.6294571536429,low,14.4,11.1,Non-metro
Ohio,Lucas County,2022-03-09,2.26,substantial,61.9,57.5,Metro
Minnesota,Koochiching County,2022-03-09,3.06,substantial,61.3,58.4,Non-metro
Indiana,Huntington County,2022-03-09,5.69,moderate,54.7,49.9,Non-metro
South Dakota,Day County,2022-03-09,7.14,substantial,76.9,64.5,Non-metro
Missouri,Callaway County,2022-03-09,3.35,high,53.8,46.9,Metro
Ohio,Darke County,2022-03-09,1.29,moderate,41.8,39,Non-metro
Missouri,Clark County,2022-03-09,0,moderate,36.8,30.8,Non-metro
North Dakota,Adams County,2022-03-09,2.38,substantial,56.1,48.3,Non-metro
Ohio,Morrow County,2022-03-09,6.47,moderate,43.2,41.3,Metro
Ohio,Union County,2022-03-09,3.49,moderate,64.5,61.9,Metro
Kansas,Pawnee County,2022-03-09,3.66,moderate,57.6,53.2,Non-metro
Minnesota,Stearns County,2022-03-09,2.39,high,62.5,58.4,Metro
Michigan,Lake County,2022-03-09,7.53,substantial,64.7,62.2,Non-metro
Missouri,Morgan County,2022-03-09,3.97,moderate,42,36.5,Non-metro
Minnesota,Rice County,2022-03-09,4.75,high,66.6,62.6,Non-metro
Wisconsin,Clark County,2022-03-09,1.96,low,39.7,37.4,Non-metro
Illinois,Lee County,2022-03-09,1.67,substantial,64.6,59.5,Non-metro
Ohio,Wayne County,2022-03-09,2.51,moderate,47.6,45.3,Non-metro
Ohio,Seneca County,2022-03-09,1.63,substantial,50.6,48.6,Non-metro
Nebraska,Holt County,2022-03-09,12,high,0,42.4,Non-metro
Missouri,Maries County,2022-03-09,0,substantial,49.2,43.6,Non-metro
Nebraska,McPherson County,2022-03-09,3.6294571536429,NA,0,14.4,Non-metro
Illinois,Gallatin County,2022-03-09,1.32,moderate,61.3,54.7,Non-metro
Missouri,Miller County,2022-03-09,1.97,moderate,37.8,33.2,Non-metro
Kansas,Ness County,2022-03-09,0,low,58.5,51.9,Non-metro
Nebraska,Furnas County,2022-03-09,3.6294571536429,low,0,44.1,Non-metro
Minnesota,Jackson County,2022-03-09,0,moderate,55,50.7,Non-metro
Michigan,Iosco County,2022-03-09,7.05,substantial,58.7,56.1,Non-metro
Missouri,Benton County,2022-03-09,4.03,substantial,54.6,47.3,Non-metro
Illinois,Kendall County,2022-03-09,2.98,substantial,74.7,68.1,Metro
Illinois,Hardin County,2022-03-09,2.13,substantial,45.2,41.4,Non-metro
Ohio,Tuscarawas County,2022-03-09,5.43,substantial,46.6,44,Non-metro
Nebraska,Box Butte County,2022-03-09,3.6294571536429,low,0,33.6,Non-metro
Ohio,Jackson County,2022-03-09,9.47,high,50.3,46.8,Non-metro
Nebraska,Banner County,2022-03-09,3.6294571536429,NA,0,32.2,Non-metro
Nebraska,Hooker County,2022-03-09,3.6294571536429,low,42.2,41.9,Non-metro
Kansas,Graham County,2022-03-09,0,low,52,48.5,Non-metro
South Dakota,Perkins County,2022-03-09,0,low,36.1,32.1,Non-metro
Wisconsin,Marathon County,2022-03-09,2.61,moderate,64.8,59.7,Metro
Indiana,Adams County,2022-03-09,3.7,moderate,36,32.7,Non-metro
Illinois,Pope County,2022-03-09,6.67,substantial,39.5,35.6,Non-metro
Minnesota,Clearwater County,2022-03-09,3.3,high,44.5,41.6,Non-metro
Missouri,Pettis County,2022-03-09,3.28,substantial,48.9,42.2,Non-metro
Kansas,Comanche County,2022-03-09,3.6294571536429,low,50.5,45.5,Non-metro
Ohio,Carroll County,2022-03-09,3.01,moderate,45.9,43.7,Metro
Wisconsin,Douglas County,2022-03-09,5.25,substantial,56,43.6,Metro
Kansas,Rush County,2022-03-09,0,low,55.9,50.2,Non-metro
Michigan,Arenac County,2022-03-09,8.27,substantial,53.2,51.1,Non-metro
South Dakota,Spink County,2022-03-09,0,low,57.8,51.8,Non-metro
North Dakota,Hettinger County,2022-03-09,0,low,44.7,38.9,Non-metro
Michigan,Calhoun County,2022-03-09,5.24,substantial,52.8,51.8,Metro
Missouri,Moniteau County,2022-03-09,1.22,moderate,39.8,35.6,Metro
Nebraska,Perkins County,2022-03-09,3.6294571536429,low,41.1,40.6,Non-metro
Minnesota,Itasca County,2022-03-09,5.48,high,60.1,56.2,Non-metro
Illinois,De Witt County,2022-03-09,0.46,moderate,56.4,52.6,Metro
Nebraska,Keya Paha County,2022-03-09,3.6294571536429,NA,30.9,27.8,Non-metro
Minnesota,Nobles County,2022-03-09,5.8,substantial,65.7,60.7,Non-metro
Michigan,Monroe County,2022-03-09,4.63,substantial,61.9,56.3,Metro
Minnesota,Benton County,2022-03-09,1.95,substantial,46.5,43.2,Metro
Illinois,Stark County,2022-03-09,1.33,substantial,56.7,52.9,Metro
Wisconsin,Lincoln County,2022-03-09,2.28,moderate,58.3,55,Non-metro
Illinois,DeKalb County,2022-03-09,1.61,substantial,61.4,56.3,Metro
Nebraska,Keith County,2022-03-09,6.67,moderate,0,37.5,Non-metro
Missouri,Gasconade County,2022-03-09,9.35,substantial,55.7,50.4,Non-metro
Ohio,Crawford County,2022-03-09,2.9,moderate,46.8,44.8,Non-metro
Ohio,Meigs County,2022-03-09,8.56,high,52.9,46.3,Non-metro
South Dakota,Edmunds County,2022-03-09,13.33,high,54.2,45.6,Non-metro
Illinois,Winnebago County,2022-03-09,2.65,moderate,63.8,57.6,Metro
Illinois,Saline County,2022-03-09,4.17,high,53.3,48,Non-metro
Minnesota,Cottonwood County,2022-03-09,7.61,high,58.9,55.6,Non-metro
Illinois,Boone County,2022-03-09,1.95,substantial,66.7,60.8,Metro
Missouri,Saline County,2022-03-09,3.25,moderate,52.4,46.2,Non-metro
Michigan,Ogemaw County,2022-03-09,1.31,low,46.5,45,Non-metro
Michigan,Wexford County,2022-03-09,4.33,moderate,51.7,51.1,Non-metro
Michigan,Bay County,2022-03-09,6.54,substantial,59,57,Metro
Kansas,Russell County,2022-03-09,10,high,47.7,42.7,Non-metro
Kansas,McPherson County,2022-03-09,5.96,substantial,61.2,55.1,Non-metro
Kansas,Trego County,2022-03-09,0,moderate,41.2,39,Non-metro
Missouri,Osage County,2022-03-09,7.48,substantial,43.6,39.5,Metro
Illinois,Rock Island County,2022-03-09,2.66,moderate,70.5,57.4,Metro
Ohio,Richland County,2022-03-09,3.29,substantial,46,43.6,Metro
Illinois,Effingham County,2022-03-09,2.77,substantial,53.1,48.7,Non-metro
Wisconsin,Walworth County,2022-03-09,3.64,moderate,59.4,53.5,Non-metro
South Dakota,Harding County,2022-03-09,3.6294571536429,low,21,18.8,Non-metro
Wisconsin,Green County,2022-03-09,6.38,substantial,66.9,63.8,Metro
Kansas,Gove County,2022-03-09,0,low,53.5,47.9,Non-metro
Illinois,Woodford County,2022-03-09,1.8,substantial,57.6,54.4,Metro
Illinois,Mercer County,2022-03-09,2.05,substantial,67.4,59.8,Metro
Minnesota,Carlton County,2022-03-09,1.74,substantial,68.5,64.1,Metro
Nebraska,Morrill County,2022-03-09,3.6294571536429,low,36.6,35.3,Non-metro
Kansas,Rooks County,2022-03-09,7.14,substantial,51.8,48.1,Non-metro
Illinois,McLean County,2022-03-09,0.59,substantial,69,63.1,Metro
Missouri,Cole County,2022-03-09,4.31,substantial,59.9,52.2,Metro
Ohio,Wyandot County,2022-03-09,2.03,low,48.9,47.2,Non-metro
Nebraska,Lincoln County,2022-03-09,6.54,moderate,0,32.9,Non-metro
Minnesota,Morrison County,2022-03-09,5.66,high,53.5,48.8,Non-metro
Indiana,Jay County,2022-03-09,1.59,moderate,42.5,38.3,Non-metro
Kansas,Logan County,2022-03-09,0,moderate,51.3,46.7,Non-metro
Kansas,Ellis County,2022-03-09,2.77,substantial,57.3,49.3,Non-metro
Minnesota,Todd County,2022-03-09,4.56,substantial,45,42.6,Non-metro
Minnesota,Murray County,2022-03-09,2.22,substantial,58,54.3,Non-metro
Michigan,Missaukee County,2022-03-09,3.66,low,48.8,48.2,Non-metro
Illinois,Fayette County,2022-03-09,1.02,substantial,39.9,36.1,Non-metro
South Dakota,Brown County,2022-03-09,12.06,high,66.5,56.1,Non-metro
Kansas,Edwards County,2022-03-09,3.6294571536429,low,52.1,48.1,Non-metro
Illinois,Carroll County,2022-03-09,1.75,high,72.7,64.4,Non-metro
Minnesota,Cook County,2022-03-09,2.31,substantial,85.6,80,Non-metro
Ohio,Fulton County,2022-03-09,2.88,moderate,55.1,52.1,Metro
Minnesota,Pine County,2022-03-09,1.12,moderate,52.7,48.6,Non-metro
Ohio,Montgomery County,2022-03-09,2.82,moderate,60.7,56,Metro
Michigan,Barry County,2022-03-09,4.46,substantial,50.1,48.7,Metro
Minnesota,St. Louis County,2022-03-09,3.64,high,72,66.1,Metro
Wisconsin,Rock County,2022-03-09,5.28,substantial,75.4,68.6,Metro
Ohio,Stark County,2022-03-09,2.18,moderate,57.6,54.3,Metro
South Dakota,Faulk County,2022-03-09,0,high,61.8,54.6,Non-metro
Ohio,Holmes County,2022-03-09,4.85,substantial,18.8,17.9,Non-metro
Missouri,Pemiscot County,2022-03-09,3.39,substantial,39.7,30.9,Non-metro
Nebraska,Garden County,2022-03-09,3.6294571536429,NA,0,45.1,Non-metro
Michigan,Oscoda County,2022-03-09,8.7,substantial,44.9,41.8,Non-metro
Nebraska,Rock County,2022-03-09,3.6294571536429,high,0,36.8,Non-metro
Nebraska,Phelps County,2022-03-09,3.6294571536429,high,0,39.5,Non-metro
Minnesota,Beltrami County,2022-03-09,7.95,high,74.3,66.6,Non-metro
Illinois,Ogle County,2022-03-09,2.49,substantial,62.7,57.6,Non-metro
Ohio,Gallia County,2022-03-09,5.97,high,51.1,46.3,Non-metro
Nebraska,Grant County,2022-03-09,3.6294571536429,NA,0,20.4,Non-metro
Kansas,Kiowa County,2022-03-09,10.64,high,56.2,50.7,Non-metro
Illinois,Henry County,2022-03-09,2.81,substantial,65.4,58.7,Metro
Michigan,Osceola County,2022-03-09,5.71,substantial,42.5,41.8,Non-metro
Kansas,Pratt County,2022-03-09,0.81,low,55.6,48.5,Non-metro
Wisconsin,Lafayette County,2022-03-09,5.19,substantial,64.6,59.9,Non-metro
North Dakota,Bowman County,2022-03-09,0,low,46.2,38.3,Non-metro
Ohio,Greene County,2022-03-09,3.26,high,68.1,62.5,Metro
Ohio,Marion County,2022-03-09,2.99,moderate,50.7,47.6,Non-metro
South Dakota,McPherson County,2022-03-09,0,low,43.2,40,Non-metro
Ohio,Wood County,2022-03-09,3.2,moderate,64.7,61.5,Metro
Minnesota,Faribault County,2022-03-09,2.92,substantial,59.9,57.1,Non-metro
Nebraska,Harlan County,2022-03-09,3.6294571536429,high,40.5,39.9,Non-metro
Ohio,Preble County,2022-03-09,3.68,substantial,46.6,42.7,Non-metro
Minnesota,Meeker County,2022-03-09,1.8,substantial,50.5,47.8,Non-metro
Wisconsin,Taylor County,2022-03-09,2.38,moderate,37.1,35.2,Non-metro
Nebraska,Brown County,2022-03-09,3.6294571536429,high,39.2,36.7,Non-metro
Illinois,Whiteside County,2022-03-09,1.84,substantial,64,57.6,Non-metro
Ohio,Shelby County,2022-03-09,3.12,moderate,37.7,35.8,Non-metro
Wisconsin,Winnebago County,2022-03-09,3.06,substantial,65.7,60.7,Metro
Kansas,Ottawa County,2022-03-09,8.51,substantial,50.5,43.7,Non-metro
Michigan,Ontonagon County,2022-03-09,1.79,low,73.8,68.6,Non-metro
North Dakota,Burleigh County,2022-03-09,3.62,high,59.1,50.2,Metro
Nebraska,Richardson County,2022-03-09,15.38,high,56,51.7,Non-metro
Missouri,Polk County,2022-03-09,3.12,moderate,44.3,38.6,Metro
North Dakota,McHenry County,2022-03-09,3.85,substantial,46.3,41.6,Non-metro
Indiana,Noble County,2022-03-09,0,moderate,42.4,38.3,Non-metro
Michigan,Oakland County,2022-03-09,4.05,substantial,69.2,66,Metro
Wisconsin,Vilas County,2022-03-09,2.03,moderate,72.2,65.3,Non-metro
Michigan,Midland County,2022-03-09,3.56,moderate,60.7,58.7,Metro
Missouri,Greene County,2022-03-09,3.85,substantial,56.1,48.8,Metro
Missouri,Hickory County,2022-03-09,1.49,substantial,43.5,37.8,Non-metro
South Dakota,Haakon County,2022-03-09,3.6294571536429,low,48,41.5,Non-metro
