"Date","county","dose_1_pct","fully_pct","metro","state"
2022-03-01,"Green County",66.8,63.7,"Metro","Wisconsin"
2022-03-03,"Dodge County",55.5,51.7,"Non-metro","Wisconsin"
2022-03-31,"Crawford County",61.9,58.2,"Non-metro","Wisconsin"
2022-03-10,"Columbia County",71,66.7,"Metro","Wisconsin"
2022-03-31,"La Crosse County",73.6,68.7,"Metro","Wisconsin"
2022-03-16,"Vilas County",72.2,65.4,"Non-metro","Wisconsin"
2022-03-12,"Shawano County",56.8,53.2,"Non-metro","Wisconsin"
2022-03-01,"Pierce County",49.2,43.6,"Metro","Wisconsin"
2022-03-21,"Clark County",39.8,37.4,"Non-metro","Wisconsin"
2022-03-12,"Crawford County",61.8,58,"Non-metro","Wisconsin"
2022-03-03,"Rock County",75.1,68.4,"Metro","Wisconsin"
2022-03-09,"Trempealeau County",70,65.6,"Non-metro","Wisconsin"
2022-03-09,"Menominee County",83.3,79.3,"Non-metro","Wisconsin"
2022-03-30,"Fond du Lac County",60.4,55.5,"Metro","Wisconsin"
2022-03-30,"Iowa County",72.9,68.6,"Metro","Wisconsin"
2022-03-03,"Oconto County",55.9,52.8,"Metro","Wisconsin"
2022-03-03,"Ozaukee County",77.4,71.2,"Metro","Wisconsin"
2022-03-06,"Brown County",69.1,64.4,"Metro","Wisconsin"
2022-03-11,"La Crosse County",73.5,68.4,"Metro","Wisconsin"
2022-03-11,"Chippewa County",60,56.5,"Metro","Wisconsin"
2022-03-19,"Douglas County",56.2,43.7,"Metro","Wisconsin"
2022-03-11,"Green County",66.9,63.8,"Metro","Wisconsin"
2022-03-02,"Iowa County",72.7,68.4,"Metro","Wisconsin"
2022-03-14,"Barron County",56.9,53.2,"Non-metro","Wisconsin"
2022-03-24,"Forest County",67.4,60,"Non-metro","Wisconsin"
2022-03-24,"Portage County",68.5,62,"Non-metro","Wisconsin"
2022-03-31,"Pepin County",52.9,49.4,"Non-metro","Wisconsin"
2022-03-15,"Forest County",67.4,59.8,"Non-metro","Wisconsin"
2022-03-16,"Barron County",56.9,53.2,"Non-metro","Wisconsin"
2022-03-16,"Door County",84.2,77.9,"Non-metro","Wisconsin"
2022-03-16,"Sheboygan County",66.4,62,"Metro","Wisconsin"
2022-03-03,"Juneau County",57.5,53,"Non-metro","Wisconsin"
2022-03-17,"Sauk County",67.8,63.2,"Non-metro","Wisconsin"
2022-03-15,"Polk County",55.9,50.5,"Non-metro","Wisconsin"
2022-03-09,"Columbia County",71,66.7,"Metro","Wisconsin"
2022-03-15,"Monroe County",59,53.8,"Non-metro","Wisconsin"
2022-03-11,"Vernon County",57.8,54.9,"Non-metro","Wisconsin"
2022-03-04,"Barron County",56.9,53.1,"Non-metro","Wisconsin"
2022-03-06,"Buffalo County",54.3,50,"Non-metro","Wisconsin"
2022-03-26,"Waukesha County",75.8,69.7,"Metro","Wisconsin"
2022-03-30,"Milwaukee County",71.4,64,"Metro","Wisconsin"
2022-03-06,"Chippewa County",60,56.5,"Metro","Wisconsin"
2022-03-27,"Florence County",58.6,54.5,"Non-metro","Wisconsin"
2022-03-28,"Portage County",68.6,62,"Non-metro","Wisconsin"
2022-03-12,"Ashland County",80,71,"Non-metro","Wisconsin"
2022-03-03,"Sawyer County",69.3,59.4,"Non-metro","Wisconsin"
2022-03-12,"Juneau County",57.6,53.2,"Non-metro","Wisconsin"
2022-03-03,"Green County",66.8,63.7,"Metro","Wisconsin"
2022-03-03,"Chippewa County",59.9,56.5,"Metro","Wisconsin"
2022-03-11,"Kewaunee County",54.6,51.8,"Metro","Wisconsin"
2022-03-21,"Adams County",61,56.4,"Non-metro","Wisconsin"
2022-03-21,"Wood County",67,61.3,"Non-metro","Wisconsin"
2022-03-11,"Eau Claire County",64.5,61.5,"Metro","Wisconsin"
2022-03-02,"Calumet County",59.1,55.8,"Metro","Wisconsin"
2022-03-11,"Juneau County",57.6,53.1,"Non-metro","Wisconsin"
2022-03-02,"Oconto County",55.8,52.8,"Metro","Wisconsin"
2022-03-09,"Florence County",58.5,54.4,"Non-metro","Wisconsin"
2022-03-06,"Wood County",66.8,61.1,"Non-metro","Wisconsin"
2022-03-13,"Dodge County",55.6,51.9,"Non-metro","Wisconsin"
2022-03-04,"Racine County",65.8,60.1,"Metro","Wisconsin"
2022-03-16,"Menominee County",83.5,79.4,"Non-metro","Wisconsin"
2022-03-26,"Crawford County",61.9,58.1,"Non-metro","Wisconsin"
2022-03-18,"Lafayette County",64.7,60,"Non-metro","Wisconsin"
2022-03-26,"Rusk County",44,41.1,"Non-metro","Wisconsin"
2022-03-11,"Brown County",69.1,64.5,"Metro","Wisconsin"
2022-03-12,"Waupaca County",56.9,54.1,"Non-metro","Wisconsin"
2022-03-21,"Columbia County",71,66.8,"Metro","Wisconsin"
2022-03-21,"Green County",67,63.9,"Metro","Wisconsin"
2022-03-24,"Dunn County",52.1,49,"Non-metro","Wisconsin"
2022-03-24,"Langlade County",56.5,53.6,"Non-metro","Wisconsin"
2022-03-08,"Trempealeau County",70,65.5,"Non-metro","Wisconsin"
2022-03-02,"Bayfield County",90.7,81.1,"Non-metro","Wisconsin"
2022-03-09,"Kenosha County",66.9,59.5,"Metro","Wisconsin"
2022-03-13,"Rusk County",43.9,41,"Non-metro","Wisconsin"
2022-03-15,"Fond du Lac County",60.3,55.3,"Metro","Wisconsin"
2022-03-12,"Brown County",69.1,64.5,"Metro","Wisconsin"
2022-03-20,"Columbia County",71,66.8,"Metro","Wisconsin"
2022-03-18,"Dane County",89.3,82.3,"Metro","Wisconsin"
2022-03-18,"Sheboygan County",66.4,62,"Metro","Wisconsin"
2022-03-18,"Washington County",61.6,57.4,"Metro","Wisconsin"
2022-03-15,"Racine County",65.9,60.3,"Metro","Wisconsin"
2022-03-26,"Oneida County",69.7,64.9,"Non-metro","Wisconsin"
2022-03-16,"Chippewa County",60.1,56.6,"Metro","Wisconsin"
2022-03-12,"Jefferson County",61.2,57.2,"Non-metro","Wisconsin"
2022-03-03,"Vilas County",72.1,65.2,"Non-metro","Wisconsin"
2022-03-21,"Florence County",58.6,54.4,"Non-metro","Wisconsin"
2022-03-27,"Waushara County",47.7,44.7,"Non-metro","Wisconsin"
2022-03-22,"St. Croix County",57.4,49.9,"Metro","Wisconsin"
2022-03-22,"Sauk County",67.8,63.3,"Non-metro","Wisconsin"
2022-03-07,"Bayfield County",90.7,81.3,"Non-metro","Wisconsin"
2022-03-08,"Langlade County",56.5,53.5,"Non-metro","Wisconsin"
2022-03-17,"Trempealeau County",70,65.7,"Non-metro","Wisconsin"
2022-03-01,"Marquette County",55.9,52.9,"Non-metro","Wisconsin"
2022-03-28,"Adams County",61.1,56.5,"Non-metro","Wisconsin"
2022-03-06,"Milwaukee County",71,63.5,"Metro","Wisconsin"
2022-03-26,"Ashland County",80.2,71.2,"Non-metro","Wisconsin"
2022-03-14,"Langlade County",56.5,53.6,"Non-metro","Wisconsin"
2022-03-17,"Sawyer County",69.4,59.6,"Non-metro","Wisconsin"
2022-03-08,"Florence County",58.4,54.3,"Non-metro","Wisconsin"
2022-03-14,"Trempealeau County",70,65.7,"Non-metro","Wisconsin"
2022-03-01,"Adams County",60.8,56.2,"Non-metro","Wisconsin"
2022-03-22,"Shawano County",56.9,53.3,"Non-metro","Wisconsin"
2022-03-16,"Grant County",59.5,54.6,"Non-metro","Wisconsin"
2022-03-21,"Waushara County",47.6,44.6,"Non-metro","Wisconsin"
2022-03-10,"Jackson County",53.3,49.7,"Non-metro","Wisconsin"
2022-03-10,"Douglas County",56.1,43.6,"Metro","Wisconsin"
2022-03-20,"Winnebago County",65.8,60.9,"Metro","Wisconsin"
2022-03-01,"Waupaca County",56.8,53.9,"Non-metro","Wisconsin"
2022-03-31,"Clark County",39.8,37.5,"Non-metro","Wisconsin"
2022-03-14,"Washburn County",67.6,62.7,"Non-metro","Wisconsin"
2022-03-18,"Jefferson County",61.3,57.2,"Non-metro","Wisconsin"
2022-03-20,"Green Lake County",59.4,55.6,"Non-metro","Wisconsin"
2022-03-05,"Waukesha County",75.6,69.4,"Metro","Wisconsin"
2022-03-23,"Crawford County",61.9,58.1,"Non-metro","Wisconsin"
2022-03-15,"Jefferson County",61.2,57.2,"Non-metro","Wisconsin"
2022-03-03,"Shawano County",56.7,53.1,"Non-metro","Wisconsin"
2022-03-21,"St. Croix County",57.4,49.9,"Metro","Wisconsin"
2022-03-21,"Sheboygan County",66.4,62.1,"Metro","Wisconsin"
2022-03-11,"Forest County",67.4,59.8,"Non-metro","Wisconsin"
2022-03-20,"Marathon County",64.9,59.8,"Metro","Wisconsin"
2022-03-22,"Trempealeau County",70.1,65.8,"Non-metro","Wisconsin"
2022-03-05,"Iron County",73.4,65.8,"Non-metro","Wisconsin"
2022-03-24,"St. Croix County",57.4,49.9,"Metro","Wisconsin"
2022-03-28,"Monroe County",59.2,54,"Non-metro","Wisconsin"
2022-03-02,"Oneida County",69.5,64.6,"Non-metro","Wisconsin"
2022-03-14,"Milwaukee County",71.2,63.7,"Metro","Wisconsin"
2022-03-27,"Eau Claire County",64.7,61.7,"Metro","Wisconsin"
2022-03-18,"Waushara County",47.6,44.6,"Non-metro","Wisconsin"
2022-03-20,"Kenosha County",67,59.7,"Metro","Wisconsin"
2022-03-12,"Florence County",58.5,54.4,"Non-metro","Wisconsin"
2022-03-05,"Washington County",61.5,57.3,"Metro","Wisconsin"
2022-03-26,"La Crosse County",73.6,68.6,"Metro","Wisconsin"
2022-03-06,"Langlade County",56.5,53.5,"Non-metro","Wisconsin"
2022-03-02,"Waupaca County",56.8,53.9,"Non-metro","Wisconsin"
2022-03-07,"Forest County",67.2,59.7,"Non-metro","Wisconsin"
2022-03-06,"Jackson County",53.3,49.6,"Non-metro","Wisconsin"
2022-03-27,"Chippewa County",60.1,56.6,"Metro","Wisconsin"
2022-03-05,"Oneida County",69.5,64.7,"Non-metro","Wisconsin"
2022-03-21,"Bayfield County",90.9,81.4,"Non-metro","Wisconsin"
2022-03-21,"Oconto County",56,53,"Metro","Wisconsin"
2022-03-20,"Menominee County",83.6,79.5,"Non-metro","Wisconsin"
2022-03-20,"Price County",65.6,61.9,"Non-metro","Wisconsin"
2022-03-08,"Marquette County",56,52.9,"Non-metro","Wisconsin"
2022-03-30,"Vilas County",72.3,65.5,"Non-metro","Wisconsin"
2022-03-12,"Price County",65.5,61.8,"Non-metro","Wisconsin"
2022-03-18,"Chippewa County",60.1,56.6,"Metro","Wisconsin"
2022-03-09,"Lincoln County",58.3,55,"Non-metro","Wisconsin"
2022-03-04,"Ashland County",79.8,70.6,"Non-metro","Wisconsin"
2022-03-01,"Sawyer County",69.3,59.4,"Non-metro","Wisconsin"
2022-03-19,"Columbia County",71,66.8,"Metro","Wisconsin"
2022-03-02,"Washburn County",67.5,62.5,"Non-metro","Wisconsin"
2022-03-04,"Juneau County",57.5,53,"Non-metro","Wisconsin"
2022-03-30,"Sheboygan County",66.5,62.2,"Metro","Wisconsin"
2022-03-24,"Vilas County",72.3,65.4,"Non-metro","Wisconsin"
2022-03-02,"Florence County",58.4,54.3,"Non-metro","Wisconsin"
2022-03-21,"Grant County",59.5,54.6,"Non-metro","Wisconsin"
2022-03-27,"Calumet County",59.3,56.1,"Metro","Wisconsin"
2022-03-12,"Taylor County",37.1,35.3,"Non-metro","Wisconsin"
2022-03-18,"Buffalo County",54.3,50.1,"Non-metro","Wisconsin"
2022-03-12,"Douglas County",56.1,43.6,"Metro","Wisconsin"
2022-03-12,"Wood County",66.9,61.2,"Non-metro","Wisconsin"
2022-03-20,"Trempealeau County",70.1,65.7,"Non-metro","Wisconsin"
2022-03-17,"Lafayette County",64.7,60,"Non-metro","Wisconsin"
2022-03-17,"Menominee County",83.5,79.5,"Non-metro","Wisconsin"
2022-03-11,"Calumet County",59.2,55.9,"Metro","Wisconsin"
2022-03-06,"Clark County",39.7,37.3,"Non-metro","Wisconsin"
2022-03-08,"Buffalo County",54.3,50,"Non-metro","Wisconsin"
2022-03-01,"Columbia County",70.9,66.5,"Metro","Wisconsin"
2022-03-10,"Marathon County",64.8,59.7,"Metro","Wisconsin"
2022-03-09,"Calumet County",59.2,55.9,"Metro","Wisconsin"
2022-03-20,"Crawford County",61.9,58,"Non-metro","Wisconsin"
2022-03-20,"Sauk County",67.8,63.3,"Non-metro","Wisconsin"
2022-03-14,"Rock County",75.5,68.7,"Metro","Wisconsin"
2022-03-05,"Monroe County",58.9,53.6,"Non-metro","Wisconsin"
2022-03-08,"Ashland County",79.9,70.8,"Non-metro","Wisconsin"
2022-03-10,"Racine County",65.8,60.2,"Metro","Wisconsin"
2022-03-08,"Dunn County",51.9,48.8,"Non-metro","Wisconsin"
2022-03-17,"Oneida County",69.6,64.8,"Non-metro","Wisconsin"
2022-03-24,"Clark County",39.8,37.5,"Non-metro","Wisconsin"
2022-03-10,"Green County",66.9,63.8,"Metro","Wisconsin"
2022-03-11,"Milwaukee County",71.1,63.6,"Metro","Wisconsin"
2022-03-24,"Trempealeau County",70.1,65.8,"Non-metro","Wisconsin"
2022-03-27,"Buffalo County",54.4,50.1,"Non-metro","Wisconsin"
2022-03-01,"Richland County",62.2,58.3,"Non-metro","Wisconsin"
2022-03-27,"Green Lake County",59.4,55.7,"Non-metro","Wisconsin"
2022-03-27,"Monroe County",59.2,54,"Non-metro","Wisconsin"
2022-03-24,"Sauk County",67.9,63.3,"Non-metro","Wisconsin"
2022-03-21,"Fond du Lac County",60.3,55.3,"Metro","Wisconsin"
2022-03-26,"Polk County",56,50.6,"Non-metro","Wisconsin"
2022-03-24,"Columbia County",71.1,66.8,"Metro","Wisconsin"
2022-03-24,"Pepin County",52.8,49.4,"Non-metro","Wisconsin"
2022-03-02,"Jackson County",53.3,49.6,"Non-metro","Wisconsin"
2022-03-02,"Marathon County",64.7,59.6,"Metro","Wisconsin"
2022-03-19,"Wood County",67,61.3,"Non-metro","Wisconsin"
2022-03-06,"Sawyer County",69.4,59.5,"Non-metro","Wisconsin"
2022-03-05,"Kewaunee County",54.6,51.7,"Metro","Wisconsin"
2022-03-09,"Waupaca County",56.9,54,"Non-metro","Wisconsin"
2022-03-26,"Burnett County",64.5,56.7,"Non-metro","Wisconsin"
2022-03-29,"Menominee County",83.6,79.6,"Non-metro","Wisconsin"
2022-03-11,"Kenosha County",66.9,59.5,"Metro","Wisconsin"
2022-03-02,"Portage County",68.3,61.7,"Non-metro","Wisconsin"
2022-03-01,"Oconto County",55.8,52.7,"Metro","Wisconsin"
2022-03-06,"Bayfield County",90.7,81.3,"Non-metro","Wisconsin"
2022-03-26,"Dodge County",55.7,52,"Non-metro","Wisconsin"
2022-03-12,"Jackson County",53.4,49.7,"Non-metro","Wisconsin"
2022-03-12,"Green Lake County",59.3,55.5,"Non-metro","Wisconsin"
2022-03-02,"Adams County",60.8,56.2,"Non-metro","Wisconsin"
2022-03-02,"Crawford County",61.7,57.9,"Non-metro","Wisconsin"
2022-03-27,"Racine County",66,60.4,"Metro","Wisconsin"
2022-03-14,"Ozaukee County",77.5,71.3,"Metro","Wisconsin"
2022-03-25,"La Crosse County",73.6,68.6,"Metro","Wisconsin"
2022-03-29,"Winnebago County",65.9,61,"Metro","Wisconsin"
2022-03-29,"Marquette County",56.1,53.2,"Non-metro","Wisconsin"
2022-03-29,"Richland County",62.4,58.6,"Non-metro","Wisconsin"
2022-03-15,"Calumet County",59.2,56,"Metro","Wisconsin"
2022-03-04,"Wood County",66.8,61.1,"Non-metro","Wisconsin"
2022-03-11,"Waupaca County",56.9,54.1,"Non-metro","Wisconsin"
2022-03-08,"Dodge County",55.5,51.8,"Non-metro","Wisconsin"
2022-03-07,"Polk County",55.9,50.4,"Non-metro","Wisconsin"
2022-03-27,"Barron County",57,53.3,"Non-metro","Wisconsin"
2022-03-26,"Menominee County",83.6,79.6,"Non-metro","Wisconsin"
2022-03-18,"Barron County",57,53.2,"Non-metro","Wisconsin"
2022-03-18,"Vilas County",72.2,65.4,"Non-metro","Wisconsin"
2022-03-06,"Green Lake County",59.3,55.4,"Non-metro","Wisconsin"
2022-03-02,"Eau Claire County",64.5,61.3,"Metro","Wisconsin"
2022-03-07,"Sawyer County",69.4,59.5,"Non-metro","Wisconsin"
2022-03-08,"Jackson County",53.3,49.6,"Non-metro","Wisconsin"
2022-03-08,"Kewaunee County",54.6,51.8,"Metro","Wisconsin"
2022-03-17,"Green Lake County",59.4,55.6,"Non-metro","Wisconsin"
2022-03-02,"Milwaukee County",70.9,63.4,"Metro","Wisconsin"
2022-03-11,"Rock County",75.4,68.6,"Metro","Wisconsin"
2022-03-26,"Marathon County",65,59.9,"Metro","Wisconsin"
2022-03-05,"Taylor County",37.1,35.2,"Non-metro","Wisconsin"
2022-03-12,"Sheboygan County",66.4,61.9,"Metro","Wisconsin"
2022-03-01,"Buffalo County",54.2,50,"Non-metro","Wisconsin"
2022-03-27,"Pierce County",49.4,43.9,"Metro","Wisconsin"
2022-03-12,"Marathon County",64.8,59.7,"Metro","Wisconsin"
2022-03-17,"Burnett County",64.4,56.6,"Non-metro","Wisconsin"
2022-03-14,"Door County",84.1,77.8,"Non-metro","Wisconsin"
2022-03-27,"Winnebago County",65.9,61,"Metro","Wisconsin"
2022-03-20,"Washington County",61.6,57.4,"Metro","Wisconsin"
2022-03-02,"Sheboygan County",66.2,61.7,"Metro","Wisconsin"
2022-03-01,"Calumet County",59.1,55.8,"Metro","Wisconsin"
2022-03-24,"Iron County",73.6,66.1,"Non-metro","Wisconsin"
2022-03-14,"Wood County",66.9,61.2,"Non-metro","Wisconsin"
2022-03-05,"Dodge County",55.5,51.7,"Non-metro","Wisconsin"
2022-03-30,"Dodge County",55.7,52,"Non-metro","Wisconsin"
2022-03-26,"Iowa County",72.9,68.6,"Metro","Wisconsin"
2022-03-30,"Jackson County",53.5,49.8,"Non-metro","Wisconsin"
2022-03-29,"Pepin County",52.9,49.4,"Non-metro","Wisconsin"
2022-03-05,"Washburn County",67.5,62.5,"Non-metro","Wisconsin"
2022-03-04,"Taylor County",37.1,35.2,"Non-metro","Wisconsin"
2022-03-04,"Chippewa County",60,56.5,"Metro","Wisconsin"
2022-03-27,"Dane County",89.4,82.4,"Metro","Wisconsin"
2022-03-10,"Sawyer County",69.4,59.5,"Non-metro","Wisconsin"
2022-03-11,"Grant County",59.4,54.6,"Non-metro","Wisconsin"
2022-03-24,"Eau Claire County",64.6,61.6,"Metro","Wisconsin"
2022-03-20,"Marinette County",56.7,52.6,"Non-metro","Wisconsin"
2022-03-24,"Florence County",58.6,54.4,"Non-metro","Wisconsin"
2022-03-14,"Douglas County",56.1,43.6,"Metro","Wisconsin"
2022-03-26,"Monroe County",59.1,53.9,"Non-metro","Wisconsin"
2022-03-10,"Calumet County",59.2,55.9,"Metro","Wisconsin"
2022-03-04,"St. Croix County",57.2,49.7,"Metro","Wisconsin"
2022-03-11,"Waushara County",47.6,44.6,"Non-metro","Wisconsin"
2022-03-24,"Fond du Lac County",60.3,55.4,"Metro","Wisconsin"
2022-03-24,"Marquette County",56.1,53.1,"Non-metro","Wisconsin"
2022-03-30,"Clark County",39.8,37.5,"Non-metro","Wisconsin"
2022-03-04,"Vernon County",57.7,54.8,"Non-metro","Wisconsin"
2022-03-04,"Walworth County",59.3,53.4,"Non-metro","Wisconsin"
2022-03-17,"Price County",65.6,61.9,"Non-metro","Wisconsin"
2022-03-14,"Forest County",67.4,59.8,"Non-metro","Wisconsin"
2022-03-26,"Winnebago County",65.9,60.9,"Metro","Wisconsin"
2022-03-11,"Marinette County",56.6,52.5,"Non-metro","Wisconsin"
2022-03-11,"Polk County",55.9,50.5,"Non-metro","Wisconsin"
2022-03-23,"Calumet County",59.3,56.1,"Metro","Wisconsin"
2022-03-13,"Taylor County",37.2,35.3,"Non-metro","Wisconsin"
2022-03-27,"Polk County",56,50.6,"Non-metro","Wisconsin"
2022-03-08,"Vernon County",57.8,54.8,"Non-metro","Wisconsin"
2022-03-05,"Iowa County",72.7,68.4,"Metro","Wisconsin"
2022-03-19,"Walworth County",59.4,53.7,"Non-metro","Wisconsin"
2022-03-13,"Racine County",65.9,60.2,"Metro","Wisconsin"
2022-03-29,"Chippewa County",60.1,56.6,"Metro","Wisconsin"
2022-03-20,"Lincoln County",58.4,55.1,"Non-metro","Wisconsin"
2022-03-17,"Buffalo County",54.3,50.1,"Non-metro","Wisconsin"
2022-03-28,"Walworth County",59.5,53.8,"Non-metro","Wisconsin"
2022-03-23,"Lafayette County",64.8,60.1,"Non-metro","Wisconsin"
2022-03-14,"Fond du Lac County",60.3,55.3,"Metro","Wisconsin"
2022-03-20,"Wood County",67,61.3,"Non-metro","Wisconsin"
2022-03-27,"Juneau County",57.7,53.3,"Non-metro","Wisconsin"
2022-03-13,"Bayfield County",90.9,81.4,"Non-metro","Wisconsin"
2022-03-27,"Rock County",75.6,68.9,"Metro","Wisconsin"
2022-03-12,"Walworth County",59.4,53.6,"Non-metro","Wisconsin"
2022-03-10,"Fond du Lac County",60.2,55.2,"Metro","Wisconsin"
2022-03-04,"Marathon County",64.8,59.6,"Metro","Wisconsin"
2022-03-14,"Ashland County",80,71,"Non-metro","Wisconsin"
2022-03-27,"Rusk County",44,41.1,"Non-metro","Wisconsin"
2022-03-05,"Buffalo County",54.3,50,"Non-metro","Wisconsin"
2022-03-24,"Waupaca County",57,54.2,"Non-metro","Wisconsin"
2022-03-05,"Dunn County",51.9,48.7,"Non-metro","Wisconsin"
2022-03-15,"Menominee County",83.4,79.4,"Non-metro","Wisconsin"
2022-03-07,"Barron County",56.9,53.1,"Non-metro","Wisconsin"
2022-03-26,"Walworth County",59.5,53.8,"Non-metro","Wisconsin"
2022-03-28,"Marathon County",65,59.9,"Metro","Wisconsin"
2022-03-22,"Washburn County",67.6,62.8,"Non-metro","Wisconsin"
2022-03-23,"Bayfield County",90.9,81.5,"Non-metro","Wisconsin"
2022-03-02,"Wood County",66.8,61,"Non-metro","Wisconsin"
2022-03-21,"Jefferson County",61.3,57.2,"Non-metro","Wisconsin"
2022-03-27,"Oneida County",69.7,64.9,"Non-metro","Wisconsin"
2022-03-05,"Winnebago County",65.7,60.7,"Metro","Wisconsin"
2022-03-04,"Crawford County",61.7,58,"Non-metro","Wisconsin"
2022-03-17,"Richland County",62.3,58.5,"Non-metro","Wisconsin"
2022-03-04,"Florence County",58.4,54.3,"Non-metro","Wisconsin"
2022-03-20,"Racine County",65.9,60.3,"Metro","Wisconsin"
2022-03-23,"Juneau County",57.7,53.2,"Non-metro","Wisconsin"
2022-03-19,"Rock County",75.5,68.8,"Metro","Wisconsin"
2022-03-11,"Oneida County",69.6,64.8,"Non-metro","Wisconsin"
2022-03-23,"Polk County",56,50.6,"Non-metro","Wisconsin"
2022-03-01,"Milwaukee County",70.9,63.3,"Metro","Wisconsin"
2022-03-20,"Vilas County",72.3,65.4,"Non-metro","Wisconsin"
2022-03-21,"Eau Claire County",64.6,61.6,"Metro","Wisconsin"
2022-03-01,"Wood County",66.8,61,"Non-metro","Wisconsin"
2022-03-21,"Shawano County",56.9,53.3,"Non-metro","Wisconsin"
2022-03-24,"Sheboygan County",66.5,62.1,"Metro","Wisconsin"
2022-03-09,"Jackson County",53.3,49.6,"Non-metro","Wisconsin"
2022-03-13,"Sauk County",67.8,63.2,"Non-metro","Wisconsin"
2022-03-30,"Winnebago County",65.9,61,"Metro","Wisconsin"
2022-03-01,"Menominee County",83.1,79,"Non-metro","Wisconsin"
2022-03-19,"Sawyer County",69.5,59.7,"Non-metro","Wisconsin"
2022-03-17,"Marathon County",64.9,59.8,"Metro","Wisconsin"
2022-03-29,"Green County",67,63.9,"Metro","Wisconsin"
2022-03-12,"Dunn County",52,48.8,"Non-metro","Wisconsin"
2022-03-02,"Monroe County",58.8,53.5,"Non-metro","Wisconsin"
2022-03-19,"Jefferson County",61.3,57.2,"Non-metro","Wisconsin"
2022-03-09,"Taylor County",37.1,35.2,"Non-metro","Wisconsin"
2022-03-04,"La Crosse County",73.4,68.3,"Metro","Wisconsin"
2022-03-01,"Rock County",75.1,68.3,"Metro","Wisconsin"
2022-03-21,"Trempealeau County",70.1,65.7,"Non-metro","Wisconsin"
2022-03-21,"Walworth County",59.4,53.7,"Non-metro","Wisconsin"
2022-03-20,"Fond du Lac County",60.3,55.3,"Metro","Wisconsin"
2022-03-20,"Sawyer County",69.5,59.7,"Non-metro","Wisconsin"
2022-03-04,"Waukesha County",75.6,69.4,"Metro","Wisconsin"
2022-03-29,"Wood County",67,61.4,"Non-metro","Wisconsin"
2022-03-14,"Sauk County",67.8,63.2,"Non-metro","Wisconsin"
2022-03-21,"Sawyer County",69.5,59.7,"Non-metro","Wisconsin"
2022-03-14,"Juneau County",57.6,53.2,"Non-metro","Wisconsin"
2022-03-27,"Manitowoc County",64.7,60.4,"Non-metro","Wisconsin"
2022-03-30,"Brown County",69.3,64.8,"Metro","Wisconsin"
2022-03-20,"Ashland County",80.2,71.1,"Non-metro","Wisconsin"
2022-03-29,"Douglas County",56.3,43.7,"Metro","Wisconsin"
2022-03-13,"Adams County",60.9,56.4,"Non-metro","Wisconsin"
2022-03-20,"Jefferson County",61.3,57.2,"Non-metro","Wisconsin"
2022-03-14,"Waupaca County",56.9,54.1,"Non-metro","Wisconsin"
2022-03-08,"Pierce County",49.3,43.7,"Metro","Wisconsin"
2022-03-05,"Burnett County",64.3,56.6,"Non-metro","Wisconsin"
2022-03-17,"Marinette County",56.6,52.5,"Non-metro","Wisconsin"
2022-03-27,"Menominee County",83.6,79.6,"Non-metro","Wisconsin"
2022-03-21,"Dodge County",55.6,51.9,"Non-metro","Wisconsin"
2022-03-11,"Dane County",89.3,82.2,"Metro","Wisconsin"
2022-03-27,"Sheboygan County",66.5,62.2,"Metro","Wisconsin"
2022-03-24,"Kewaunee County",54.7,52,"Metro","Wisconsin"
2022-03-30,"Buffalo County",54.4,50.1,"Non-metro","Wisconsin"
2022-03-25,"Adams County",61.1,56.5,"Non-metro","Wisconsin"
2022-03-10,"Lincoln County",58.3,55,"Non-metro","Wisconsin"
2022-03-19,"Forest County",67.4,59.9,"Non-metro","Wisconsin"
2022-03-11,"Fond du Lac County",60.2,55.2,"Metro","Wisconsin"
2022-03-11,"Jefferson County",61.2,57.2,"Non-metro","Wisconsin"
2022-03-15,"Juneau County",57.6,53.2,"Non-metro","Wisconsin"
2022-03-07,"Vernon County",57.8,54.8,"Non-metro","Wisconsin"
2022-03-02,"Iron County",73.4,65.7,"Non-metro","Wisconsin"
2022-03-15,"Dodge County",55.6,51.9,"Non-metro","Wisconsin"
2022-03-17,"Douglas County",56.2,43.6,"Metro","Wisconsin"
2022-03-12,"Marinette County",56.6,52.5,"Non-metro","Wisconsin"
2022-03-02,"Menominee County",83.1,79.1,"Non-metro","Wisconsin"
2022-03-26,"Rock County",75.6,68.9,"Metro","Wisconsin"
2022-03-27,"Waukesha County",75.8,69.7,"Metro","Wisconsin"
2022-03-02,"Brown County",69,64.3,"Metro","Wisconsin"
2022-03-29,"La Crosse County",73.6,68.7,"Metro","Wisconsin"
2022-03-23,"Buffalo County",54.4,50.1,"Non-metro","Wisconsin"
2022-03-05,"Fond du Lac County",60.2,55.2,"Metro","Wisconsin"
2022-03-24,"Menominee County",83.6,79.6,"Non-metro","Wisconsin"
2022-03-08,"Monroe County",58.9,53.6,"Non-metro","Wisconsin"
2022-03-15,"Eau Claire County",64.6,61.5,"Metro","Wisconsin"
2022-03-16,"Dunn County",52,48.9,"Non-metro","Wisconsin"
2022-03-08,"Pepin County",52.7,49.3,"Non-metro","Wisconsin"
2022-03-21,"Burnett County",64.4,56.7,"Non-metro","Wisconsin"
2022-03-07,"La Crosse County",73.4,68.4,"Metro","Wisconsin"
2022-03-19,"Kenosha County",67,59.7,"Metro","Wisconsin"
