"Date","county","dose_1_pct","fully_pct","metro","state"
2022-03-31,"Ida County",52.7,48.7,"Non-metro","Iowa"
2022-03-17,"Van Buren County",44.8,41.9,"Non-metro","Iowa"
2022-03-25,"Johnson County",79.9,72.1,"Metro","Iowa"
2022-03-03,"Allamakee County",58.9,52.7,"Non-metro","Iowa"
2022-03-17,"Taylor County",49.8,46.8,"Non-metro","Iowa"
2022-03-18,"Scott County",71.1,60.3,"Metro","Iowa"
2022-03-10,"Sac County",55.7,52.4,"Non-metro","Iowa"
2022-03-05,"Lucas County",48,44.9,"Non-metro","Iowa"
2022-03-08,"Fremont County",57.8,51.6,"Non-metro","Iowa"
2022-03-28,"Harrison County",58.6,51.7,"Metro","Iowa"
2022-03-06,"Wayne County",44.8,41.7,"Non-metro","Iowa"
2022-03-28,"Iowa County",66.7,62.6,"Non-metro","Iowa"
2022-03-13,"Bremer County",63.4,59.4,"Metro","Iowa"
2022-03-08,"Johnson County",79.7,71.9,"Metro","Iowa"
2022-03-10,"Worth County",55,51.7,"Non-metro","Iowa"
2022-03-27,"Story County",68.2,62.9,"Metro","Iowa"
2022-03-17,"Scott County",71,60.3,"Metro","Iowa"
2022-03-02,"Dubuque County",68.4,63.8,"Metro","Iowa"
2022-03-04,"Muscatine County",65.9,60.2,"Non-metro","Iowa"
2022-03-01,"Ida County",52.4,48.5,"Non-metro","Iowa"
2022-03-01,"Buena Vista County",72.8,67,"Non-metro","Iowa"
2022-03-13,"Tama County",67,62.1,"Non-metro","Iowa"
2022-03-26,"Monona County",57.2,53.6,"Non-metro","Iowa"
2022-03-10,"Black Hawk County",64.7,59.6,"Metro","Iowa"
2022-03-22,"Shelby County",63.2,58.9,"Non-metro","Iowa"
2022-03-11,"Louisa County",56.5,52.5,"Non-metro","Iowa"
2022-03-15,"Bremer County",63.4,59.4,"Metro","Iowa"
2022-03-11,"Des Moines County",55.9,51.2,"Non-metro","Iowa"
2022-03-31,"Muscatine County",66.3,60.5,"Non-metro","Iowa"
2022-03-25,"Worth County",55.1,51.8,"Non-metro","Iowa"
2022-03-30,"Pocahontas County",56,52,"Non-metro","Iowa"
2022-03-23,"Hancock County",52.7,49.5,"Non-metro","Iowa"
2022-03-03,"Union County",54.9,50.9,"Non-metro","Iowa"
2022-03-31,"Carroll County",65,61.7,"Non-metro","Iowa"
2022-03-05,"Calhoun County",62.7,58.9,"Non-metro","Iowa"
2022-03-10,"Sioux County",44.7,41.4,"Non-metro","Iowa"
2022-03-29,"Iowa County",66.7,62.6,"Non-metro","Iowa"
2022-03-24,"Fayette County",57.8,54.3,"Non-metro","Iowa"
2022-03-11,"Henry County",57.7,53.3,"Non-metro","Iowa"
2022-03-09,"Black Hawk County",64.7,59.6,"Metro","Iowa"
2022-03-03,"Clayton County",51.4,47.5,"Non-metro","Iowa"
2022-03-10,"Page County",58,53,"Non-metro","Iowa"
2022-03-12,"Pottawattamie County",65.2,56.9,"Metro","Iowa"
2022-03-17,"Jefferson County",52.4,47.8,"Non-metro","Iowa"
2022-03-01,"Keokuk County",49.5,46.1,"Non-metro","Iowa"
2022-03-15,"Winneshiek County",66.7,62,"Non-metro","Iowa"
2022-03-24,"Benton County",62.5,58.2,"Metro","Iowa"
2022-03-07,"Fayette County",57.7,54.1,"Non-metro","Iowa"
2022-03-09,"Monroe County",49,46,"Non-metro","Iowa"
2022-03-30,"Lyon County",46.8,41.2,"Non-metro","Iowa"
2022-03-21,"Story County",68.1,62.8,"Metro","Iowa"
2022-03-06,"Crawford County",57.8,53.4,"Non-metro","Iowa"
2022-03-15,"Johnson County",79.8,72,"Metro","Iowa"
2022-03-24,"Clayton County",51.5,47.6,"Non-metro","Iowa"
2022-03-08,"Shelby County",63.1,58.7,"Non-metro","Iowa"
2022-03-24,"Van Buren County",44.8,41.9,"Non-metro","Iowa"
2022-03-25,"Cedar County",63.8,59.8,"Non-metro","Iowa"
2022-03-21,"Poweshiek County",64.8,58.2,"Non-metro","Iowa"
2022-03-02,"Greene County",61.5,57.7,"Non-metro","Iowa"
2022-03-05,"Tama County",66.9,62,"Non-metro","Iowa"
2022-03-12,"Dubuque County",68.5,63.9,"Metro","Iowa"
2022-03-26,"Adair County",53.1,49.2,"Non-metro","Iowa"
2022-03-15,"Monona County",57.1,53.5,"Non-metro","Iowa"
2022-03-02,"Chickasaw County",57.9,54.3,"Non-metro","Iowa"
2022-03-18,"Carroll County",64.9,61.5,"Non-metro","Iowa"
2022-03-10,"Monroe County",49,46,"Non-metro","Iowa"
2022-03-11,"Hardin County",59.3,55.8,"Non-metro","Iowa"
2022-03-04,"Monroe County",48.9,45.9,"Non-metro","Iowa"
2022-03-09,"Page County",58,52.9,"Non-metro","Iowa"
2022-03-15,"Howard County",55.4,51.3,"Non-metro","Iowa"
2022-03-28,"Pocahontas County",56,51.9,"Non-metro","Iowa"
2022-03-31,"Henry County",57.9,53.6,"Non-metro","Iowa"
2022-03-23,"Cedar County",63.8,59.8,"Non-metro","Iowa"
2022-03-03,"Wayne County",44.8,41.7,"Non-metro","Iowa"
2022-03-01,"Buchanan County",56.7,53.1,"Non-metro","Iowa"
2022-03-31,"Greene County",61.7,58,"Non-metro","Iowa"
2022-03-07,"Emmet County",56.4,51.9,"Non-metro","Iowa"
2022-03-27,"Appanoose County",51.1,47.1,"Non-metro","Iowa"
2022-03-06,"Black Hawk County",64.6,59.6,"Metro","Iowa"
2022-03-21,"Boone County",68.8,64.3,"Non-metro","Iowa"
2022-03-31,"Clinton County",60.2,54.4,"Non-metro","Iowa"
2022-03-12,"Winneshiek County",66.7,61.9,"Non-metro","Iowa"
2022-03-28,"Davis County",38.9,36.6,"Non-metro","Iowa"
2022-03-02,"Carroll County",64.8,61.3,"Non-metro","Iowa"
2022-03-16,"Worth County",55.1,51.8,"Non-metro","Iowa"
2022-03-19,"Benton County",62.5,58.1,"Metro","Iowa"
2022-03-20,"Decatur County",45,40.6,"Non-metro","Iowa"
2022-03-14,"Wayne County",44.9,41.7,"Non-metro","Iowa"
2022-03-13,"Adair County",53,49.1,"Non-metro","Iowa"
2022-03-22,"Grundy County",65.4,61.8,"Metro","Iowa"
2022-03-20,"Hamilton County",67.8,63.2,"Non-metro","Iowa"
2022-03-13,"Wright County",61.1,57,"Non-metro","Iowa"
2022-03-02,"Humboldt County",52.9,49.5,"Non-metro","Iowa"
2022-03-07,"Appanoose County",51,46.9,"Non-metro","Iowa"
2022-03-21,"O'Brien County",53.2,50.1,"Non-metro","Iowa"
2022-03-08,"Palo Alto County",54,50.5,"Non-metro","Iowa"
2022-03-31,"Page County",58.2,53.2,"Non-metro","Iowa"
2022-03-10,"Cass County",61.9,57.7,"Non-metro","Iowa"
2022-03-28,"Jefferson County",52.5,47.9,"Non-metro","Iowa"
2022-03-12,"Poweshiek County",64.8,58.2,"Non-metro","Iowa"
2022-03-30,"Wayne County",45,41.9,"Non-metro","Iowa"
2022-03-06,"Jones County",61.9,58.1,"Metro","Iowa"
2022-03-16,"Cerro Gordo County",67.9,62.8,"Non-metro","Iowa"
2022-03-24,"Dubuque County",68.6,64.1,"Metro","Iowa"
2022-03-23,"Guthrie County",62.1,58,"Metro","Iowa"
2022-03-13,"Humboldt County",53,49.6,"Non-metro","Iowa"
2022-03-18,"Linn County",71.8,66.2,"Metro","Iowa"
2022-03-18,"Sioux County",44.8,41.5,"Non-metro","Iowa"
2022-03-26,"Floyd County",56.4,52.8,"Non-metro","Iowa"
2022-03-08,"Clay County",56.1,51.5,"Non-metro","Iowa"
2022-03-07,"Fremont County",57.7,51.6,"Non-metro","Iowa"
2022-03-23,"Louisa County",56.7,52.6,"Non-metro","Iowa"
2022-03-27,"Hardin County",59.4,56,"Non-metro","Iowa"
2022-03-27,"Keokuk County",49.7,46.4,"Non-metro","Iowa"
2022-03-11,"Johnson County",79.8,72,"Metro","Iowa"
2022-03-30,"Winneshiek County",66.8,62.1,"Non-metro","Iowa"
2022-03-26,"Ringgold County",55.7,52.2,"Non-metro","Iowa"
2022-03-03,"Bremer County",63.3,59.3,"Metro","Iowa"
2022-03-01,"Floyd County",56.3,52.5,"Non-metro","Iowa"
2022-03-01,"Woodbury County",62.6,55.6,"Metro","Iowa"
2022-03-22,"Clayton County",51.5,47.6,"Non-metro","Iowa"
2022-03-20,"Poweshiek County",64.8,58.2,"Non-metro","Iowa"
2022-03-02,"Pottawattamie County",65.1,56.7,"Metro","Iowa"
2022-03-04,"Dickinson County",64.1,57.7,"Non-metro","Iowa"
2022-03-16,"Dubuque County",68.5,64,"Metro","Iowa"
2022-03-16,"Iowa County",66.6,62.5,"Non-metro","Iowa"
2022-03-25,"Marshall County",71.5,65.6,"Non-metro","Iowa"
2022-03-12,"Union County",55,51,"Non-metro","Iowa"
2022-03-24,"Fremont County",57.9,51.9,"Non-metro","Iowa"
2022-03-08,"Ida County",52.5,48.5,"Non-metro","Iowa"
2022-03-23,"Decatur County",45.1,40.6,"Non-metro","Iowa"
2022-03-25,"Chickasaw County",58.2,54.7,"Non-metro","Iowa"
2022-03-01,"Mills County",63.2,54.8,"Metro","Iowa"
2022-03-08,"Mills County",63.3,54.9,"Metro","Iowa"
2022-03-21,"Hancock County",52.6,49.5,"Non-metro","Iowa"
2022-03-24,"O'Brien County",53.2,50.1,"Non-metro","Iowa"
2022-03-23,"Calhoun County",62.9,59.3,"Non-metro","Iowa"
2022-03-02,"Buchanan County",56.7,53.1,"Non-metro","Iowa"
2022-03-09,"Buchanan County",56.8,53.2,"Non-metro","Iowa"
2022-03-21,"Mills County",63.5,55.1,"Metro","Iowa"
2022-03-20,"Scott County",71.1,60.4,"Metro","Iowa"
2022-03-03,"Clarke County",58.5,54.4,"Non-metro","Iowa"
2022-03-17,"Butler County",60.5,57.1,"Non-metro","Iowa"
2022-03-30,"Adair County",53.1,49.2,"Non-metro","Iowa"
2022-03-09,"Jackson County",55.7,52.7,"Non-metro","Iowa"
2022-03-03,"Ida County",52.5,48.5,"Non-metro","Iowa"
2022-03-26,"Emmet County",56.5,52.2,"Non-metro","Iowa"
2022-03-25,"Guthrie County",62.2,58,"Metro","Iowa"
2022-03-18,"Mahaska County",47.7,44.1,"Non-metro","Iowa"
2022-03-03,"Osceola County",47.8,44.7,"Non-metro","Iowa"
2022-03-02,"Bremer County",63.3,59.3,"Metro","Iowa"
2022-03-11,"Carroll County",64.9,61.4,"Non-metro","Iowa"
2022-03-13,"Greene County",61.6,57.8,"Non-metro","Iowa"
2022-03-03,"Jones County",61.9,58.1,"Metro","Iowa"
2022-03-08,"Page County",58,52.9,"Non-metro","Iowa"
2022-03-15,"Ida County",52.5,48.6,"Non-metro","Iowa"
2022-03-11,"Mahaska County",47.7,44,"Non-metro","Iowa"
2022-03-19,"Page County",58.1,53.1,"Non-metro","Iowa"
2022-03-11,"Chickasaw County",58,54.5,"Non-metro","Iowa"
2022-03-30,"Ringgold County",55.7,52.3,"Non-metro","Iowa"
2022-03-05,"Grundy County",65.3,61.7,"Metro","Iowa"
2022-03-10,"Mills County",63.3,54.9,"Metro","Iowa"
2022-03-17,"Grundy County",65.3,61.8,"Metro","Iowa"
2022-03-02,"Monona County",56.9,53.3,"Non-metro","Iowa"
2022-03-24,"Hardin County",59.4,56,"Non-metro","Iowa"
2022-03-23,"Carroll County",65,61.6,"Non-metro","Iowa"
2022-03-19,"Greene County",61.6,57.9,"Non-metro","Iowa"
2022-03-15,"Delaware County",57.3,54.1,"Non-metro","Iowa"
2022-03-07,"Worth County",55,51.6,"Non-metro","Iowa"
2022-03-14,"Poweshiek County",64.8,58.2,"Non-metro","Iowa"
2022-03-20,"Hardin County",59.3,55.9,"Non-metro","Iowa"
2022-03-22,"Des Moines County",56,51.3,"Non-metro","Iowa"
2022-03-15,"Madison County",58,53.7,"Metro","Iowa"
2022-03-06,"Tama County",66.9,62,"Non-metro","Iowa"
2022-03-05,"Emmet County",56.4,51.9,"Non-metro","Iowa"
2022-03-10,"Dickinson County",64.2,57.8,"Non-metro","Iowa"
2022-03-29,"Ringgold County",55.7,52.3,"Non-metro","Iowa"
2022-03-13,"Crawford County",57.9,53.5,"Non-metro","Iowa"
2022-03-28,"Polk County",74,67.3,"Metro","Iowa"
2022-03-08,"Linn County",71.7,66.1,"Metro","Iowa"
2022-03-02,"Tama County",66.9,61.9,"Non-metro","Iowa"
2022-03-03,"Hamilton County",67.7,63,"Non-metro","Iowa"
2022-03-17,"Jasper County",62.5,58.1,"Non-metro","Iowa"
2022-03-31,"Marshall County",71.6,65.7,"Non-metro","Iowa"
2022-03-11,"Mitchell County",51.1,48.5,"Non-metro","Iowa"
2022-03-08,"Plymouth County",56.1,52.2,"Metro","Iowa"
2022-03-25,"Wapello County",53.5,49.6,"Non-metro","Iowa"
2022-03-14,"Mills County",63.4,55,"Metro","Iowa"
2022-03-29,"Sac County",55.9,52.6,"Non-metro","Iowa"
2022-03-29,"Page County",58.2,53.2,"Non-metro","Iowa"
2022-03-31,"Polk County",74,67.3,"Metro","Iowa"
2022-03-31,"Union County",55.1,51.1,"Non-metro","Iowa"
2022-03-14,"Montgomery County",62.4,56,"Non-metro","Iowa"
2022-03-28,"Howard County",55.5,51.5,"Non-metro","Iowa"
2022-03-12,"Johnson County",79.8,72,"Metro","Iowa"
2022-03-31,"Jackson County",55.8,52.9,"Non-metro","Iowa"
2022-03-30,"Des Moines County",56.1,51.4,"Non-metro","Iowa"
2022-03-06,"Appanoose County",51,46.9,"Non-metro","Iowa"
2022-03-31,"Wapello County",53.6,49.7,"Non-metro","Iowa"
2022-03-14,"Grundy County",65.3,61.7,"Metro","Iowa"
2022-03-25,"Polk County",74,67.2,"Metro","Iowa"
2022-03-08,"Worth County",55,51.7,"Non-metro","Iowa"
2022-03-11,"Pottawattamie County",65.2,56.9,"Metro","Iowa"
2022-03-05,"Louisa County",56.5,52.4,"Non-metro","Iowa"
2022-03-21,"Calhoun County",62.9,59.3,"Non-metro","Iowa"
2022-03-06,"Clayton County",51.4,47.5,"Non-metro","Iowa"
2022-03-12,"Allamakee County",59,52.9,"Non-metro","Iowa"
2022-03-17,"Benton County",62.5,58.1,"Metro","Iowa"
2022-03-31,"Wayne County",45,41.9,"Non-metro","Iowa"
2022-03-09,"Emmet County",56.4,51.9,"Non-metro","Iowa"
2022-03-24,"Ida County",52.7,48.7,"Non-metro","Iowa"
2022-03-05,"Lyon County",46.5,41,"Non-metro","Iowa"
2022-03-17,"Boone County",68.8,64.2,"Non-metro","Iowa"
2022-03-05,"Wapello County",53.2,49.2,"Non-metro","Iowa"
2022-03-15,"Hancock County",52.6,49.5,"Non-metro","Iowa"
2022-03-21,"Marshall County",71.4,65.5,"Non-metro","Iowa"
2022-03-02,"Clarke County",58.5,54.4,"Non-metro","Iowa"
2022-03-12,"Carroll County",64.9,61.5,"Non-metro","Iowa"
2022-03-08,"Jackson County",55.7,52.7,"Non-metro","Iowa"
2022-03-28,"Page County",58.1,53.1,"Non-metro","Iowa"
2022-03-03,"Pottawattamie County",65.1,56.7,"Metro","Iowa"
2022-03-14,"Benton County",62.4,58,"Metro","Iowa"
2022-03-23,"Story County",68.1,62.9,"Metro","Iowa"
2022-03-02,"Hamilton County",67.7,62.9,"Non-metro","Iowa"
2022-03-13,"Appanoose County",51,47,"Non-metro","Iowa"
2022-03-01,"Poweshiek County",64.7,58.1,"Non-metro","Iowa"
2022-03-26,"Monroe County",49,46.2,"Non-metro","Iowa"
2022-03-12,"Monona County",57.1,53.5,"Non-metro","Iowa"
2022-03-24,"Palo Alto County",54.1,50.7,"Non-metro","Iowa"
2022-03-12,"Monroe County",49,46.1,"Non-metro","Iowa"
2022-03-21,"Howard County",55.4,51.3,"Non-metro","Iowa"
2022-03-21,"Dallas County",72,66.5,"Metro","Iowa"
2022-03-30,"Cerro Gordo County",68,62.9,"Non-metro","Iowa"
2022-03-24,"Sac County",55.8,52.5,"Non-metro","Iowa"
2022-03-18,"Guthrie County",62.1,58,"Metro","Iowa"
2022-03-23,"Winneshiek County",66.8,62,"Non-metro","Iowa"
2022-03-28,"Marion County",57,52.8,"Non-metro","Iowa"
2022-03-13,"Worth County",55.1,51.7,"Non-metro","Iowa"
2022-03-30,"Greene County",61.7,58,"Non-metro","Iowa"
2022-03-08,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-21,"Louisa County",56.6,52.6,"Non-metro","Iowa"
2022-03-10,"Muscatine County",66,60.3,"Non-metro","Iowa"
2022-03-21,"Decatur County",45,40.6,"Non-metro","Iowa"
2022-03-06,"Page County",58,52.9,"Non-metro","Iowa"
2022-03-31,"Jefferson County",52.5,47.9,"Non-metro","Iowa"
2022-03-25,"Wayne County",45,41.8,"Non-metro","Iowa"
2022-03-22,"Sioux County",44.8,41.5,"Non-metro","Iowa"
2022-03-25,"Ringgold County",55.7,52.2,"Non-metro","Iowa"
2022-03-28,"Jasper County",62.6,58.2,"Non-metro","Iowa"
2022-03-22,"Clay County",56.2,51.7,"Non-metro","Iowa"
2022-03-24,"Muscatine County",66.2,60.5,"Non-metro","Iowa"
2022-03-30,"Clarke County",58.9,54.6,"Non-metro","Iowa"
2022-03-28,"Webster County",62.2,57.4,"Non-metro","Iowa"
2022-03-27,"Johnson County",79.9,72.1,"Metro","Iowa"
2022-03-30,"Story County",68.2,62.9,"Metro","Iowa"
2022-03-19,"Iowa County",66.6,62.5,"Non-metro","Iowa"
2022-03-05,"Ringgold County",55.5,51.9,"Non-metro","Iowa"
2022-03-11,"Crawford County",57.8,53.5,"Non-metro","Iowa"
2022-03-25,"Dallas County",72,66.5,"Metro","Iowa"
2022-03-01,"Hardin County",59.2,55.7,"Non-metro","Iowa"
2022-03-29,"Audubon County",60.5,58.1,"Non-metro","Iowa"
2022-03-08,"Cass County",61.9,57.7,"Non-metro","Iowa"
2022-03-11,"Worth County",55,51.7,"Non-metro","Iowa"
2022-03-16,"Osceola County",47.9,44.8,"Non-metro","Iowa"
2022-03-18,"Jones County",62,58.2,"Metro","Iowa"
2022-03-25,"Benton County",62.5,58.2,"Metro","Iowa"
2022-03-25,"Emmet County",56.5,52.2,"Non-metro","Iowa"
2022-03-25,"Montgomery County",62.5,56.2,"Non-metro","Iowa"
2022-03-05,"Clayton County",51.4,47.5,"Non-metro","Iowa"
2022-03-27,"Emmet County",56.5,52.2,"Non-metro","Iowa"
2022-03-02,"Pocahontas County",55.7,51.7,"Non-metro","Iowa"
2022-03-11,"Warren County",64.4,59.5,"Metro","Iowa"
2022-03-27,"Winneshiek County",66.8,62.1,"Non-metro","Iowa"
2022-03-09,"Delaware County",57.2,54.1,"Non-metro","Iowa"
2022-03-24,"Lee County",56.1,50.7,"Non-metro","Iowa"
2022-03-08,"Mitchell County",51.1,48.5,"Non-metro","Iowa"
2022-03-24,"Poweshiek County",64.9,58.2,"Non-metro","Iowa"
2022-03-17,"Harrison County",58.6,51.7,"Metro","Iowa"
2022-03-07,"Delaware County",57.2,54.1,"Non-metro","Iowa"
2022-03-17,"Monroe County",49,46.2,"Non-metro","Iowa"
2022-03-17,"Audubon County",60.5,58,"Non-metro","Iowa"
2022-03-29,"Wright County",61.3,57.2,"Non-metro","Iowa"
2022-03-02,"Grundy County",65.3,61.6,"Metro","Iowa"
2022-03-08,"O'Brien County",53.2,49.9,"Non-metro","Iowa"
2022-03-11,"Benton County",62.4,58,"Metro","Iowa"
2022-03-25,"Mahaska County",47.8,44.1,"Non-metro","Iowa"
2022-03-25,"O'Brien County",53.3,50.1,"Non-metro","Iowa"
2022-03-26,"Wapello County",53.5,49.7,"Non-metro","Iowa"
2022-03-30,"Washington County",61.2,56.4,"Metro","Iowa"
2022-03-10,"Clay County",56.1,51.5,"Non-metro","Iowa"
2022-03-15,"Chickasaw County",58.1,54.5,"Non-metro","Iowa"
2022-03-21,"Buena Vista County",73.2,67.4,"Non-metro","Iowa"
2022-03-26,"Montgomery County",62.5,56.2,"Non-metro","Iowa"
2022-03-27,"Des Moines County",56,51.3,"Non-metro","Iowa"
2022-03-20,"Monroe County",49,46.2,"Non-metro","Iowa"
2022-03-29,"Butler County",60.5,57.3,"Non-metro","Iowa"
2022-03-24,"Page County",58.1,53.1,"Non-metro","Iowa"
2022-03-02,"Harrison County",58.4,51.5,"Metro","Iowa"
2022-03-26,"Dickinson County",64.3,57.9,"Non-metro","Iowa"
2022-03-28,"Worth County",55.1,51.8,"Non-metro","Iowa"
2022-03-28,"Chickasaw County",58.2,54.7,"Non-metro","Iowa"
2022-03-19,"Buchanan County",56.8,53.3,"Non-metro","Iowa"
2022-03-08,"Monroe County",49,46,"Non-metro","Iowa"
2022-03-01,"Emmet County",56.3,51.8,"Non-metro","Iowa"
2022-03-12,"Warren County",64.4,59.5,"Metro","Iowa"
2022-03-29,"Monona County",57.2,53.7,"Non-metro","Iowa"
2022-03-24,"Winnebago County",56.1,52,"Non-metro","Iowa"
2022-03-29,"Carroll County",65,61.6,"Non-metro","Iowa"
2022-03-06,"Audubon County",60.4,57.9,"Non-metro","Iowa"
2022-03-05,"O'Brien County",53.2,49.9,"Non-metro","Iowa"
2022-03-12,"Emmet County",56.5,52,"Non-metro","Iowa"
2022-03-03,"Linn County",71.6,66.1,"Metro","Iowa"
2022-03-12,"Buchanan County",56.8,53.3,"Non-metro","Iowa"
2022-03-06,"Carroll County",64.9,61.3,"Non-metro","Iowa"
2022-03-31,"Jasper County",62.6,58.4,"Non-metro","Iowa"
2022-03-21,"Wright County",61.2,57.1,"Non-metro","Iowa"
2022-03-12,"Adair County",53,49.1,"Non-metro","Iowa"
2022-03-23,"Henry County",57.8,53.5,"Non-metro","Iowa"
2022-03-29,"Greene County",61.7,58,"Non-metro","Iowa"
2022-03-27,"O'Brien County",53.3,50.1,"Non-metro","Iowa"
2022-03-13,"Henry County",57.7,53.4,"Non-metro","Iowa"
2022-03-31,"Dallas County",72.1,66.6,"Metro","Iowa"
2022-03-18,"Buena Vista County",73.2,67.4,"Non-metro","Iowa"
2022-03-28,"Johnson County",79.9,72.1,"Metro","Iowa"
2022-03-25,"Cherokee County",56.9,52.8,"Non-metro","Iowa"
2022-03-07,"Decatur County",44.9,40.3,"Non-metro","Iowa"
2022-03-03,"Iowa County",66.5,62.3,"Non-metro","Iowa"
2022-03-21,"Mitchell County",51.2,48.6,"Non-metro","Iowa"
2022-03-28,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-22,"Butler County",60.5,57.2,"Non-metro","Iowa"
2022-03-29,"Mitchell County",51.2,48.6,"Non-metro","Iowa"
2022-03-25,"Floyd County",56.4,52.8,"Non-metro","Iowa"
2022-03-30,"Howard County",55.5,51.5,"Non-metro","Iowa"
2022-03-30,"Crawford County",58.1,53.8,"Non-metro","Iowa"
2022-03-13,"Muscatine County",66,60.3,"Non-metro","Iowa"
2022-03-01,"Decatur County",44.9,40.3,"Non-metro","Iowa"
2022-03-31,"Webster County",62.3,57.4,"Non-metro","Iowa"
2022-03-03,"Appanoose County",51,46.9,"Non-metro","Iowa"
2022-03-15,"Emmet County",56.5,52,"Non-metro","Iowa"
2022-03-27,"Washington County",61.2,56.4,"Metro","Iowa"
2022-03-24,"Black Hawk County",64.8,59.8,"Metro","Iowa"
2022-03-06,"Marshall County",71.1,65.2,"Non-metro","Iowa"
2022-03-28,"Washington County",61.2,56.4,"Metro","Iowa"
2022-03-19,"Crawford County",58,53.7,"Non-metro","Iowa"
2022-03-20,"Cherokee County",56.8,52.7,"Non-metro","Iowa"
2022-03-03,"Dickinson County",64.1,57.7,"Non-metro","Iowa"
2022-03-13,"Hancock County",52.6,49.4,"Non-metro","Iowa"
2022-03-24,"Woodbury County",62.9,56.1,"Metro","Iowa"
2022-03-24,"Carroll County",65,61.6,"Non-metro","Iowa"
2022-03-14,"Madison County",58,53.7,"Metro","Iowa"
2022-03-25,"Carroll County",65,61.6,"Non-metro","Iowa"
2022-03-25,"Ida County",52.7,48.7,"Non-metro","Iowa"
2022-03-21,"Webster County",62.2,57.3,"Non-metro","Iowa"
2022-03-29,"Davis County",38.9,36.6,"Non-metro","Iowa"
2022-03-31,"Kossuth County",55.7,51.9,"Non-metro","Iowa"
2022-03-24,"Delaware County",57.4,54.2,"Non-metro","Iowa"
2022-03-08,"Mahaska County",47.6,44,"Non-metro","Iowa"
2022-03-10,"Mitchell County",51.1,48.5,"Non-metro","Iowa"
2022-03-30,"Clay County",56.2,51.7,"Non-metro","Iowa"
2022-03-20,"Crawford County",58,53.7,"Non-metro","Iowa"
2022-03-07,"Bremer County",63.4,59.3,"Metro","Iowa"
2022-03-21,"Plymouth County",56.2,52.3,"Metro","Iowa"
2022-03-28,"Keokuk County",49.7,46.4,"Non-metro","Iowa"
2022-03-13,"Calhoun County",62.7,59,"Non-metro","Iowa"
2022-03-14,"Davis County",38.8,36.4,"Non-metro","Iowa"
2022-03-20,"Cedar County",63.8,59.8,"Non-metro","Iowa"
2022-03-21,"Palo Alto County",54.1,50.6,"Non-metro","Iowa"
2022-03-08,"Marion County",56.8,52.6,"Non-metro","Iowa"
2022-03-28,"Jackson County",55.8,52.9,"Non-metro","Iowa"
2022-03-08,"Harrison County",58.5,51.6,"Metro","Iowa"
2022-03-30,"Emmet County",56.5,52.2,"Non-metro","Iowa"
2022-03-25,"Union County",55.1,51.1,"Non-metro","Iowa"
2022-03-16,"Black Hawk County",64.8,59.7,"Metro","Iowa"
2022-03-18,"Ida County",52.7,48.7,"Non-metro","Iowa"
2022-03-21,"Muscatine County",66.1,60.4,"Non-metro","Iowa"
2022-03-19,"Mahaska County",47.7,44.1,"Non-metro","Iowa"
2022-03-29,"Pocahontas County",56,52,"Non-metro","Iowa"
2022-03-19,"Henry County",57.8,53.5,"Non-metro","Iowa"
2022-03-06,"Story County",68,62.7,"Metro","Iowa"
2022-03-01,"Fremont County",57.7,51.6,"Non-metro","Iowa"
2022-03-30,"Van Buren County",44.9,41.9,"Non-metro","Iowa"
2022-03-22,"Adams County",59.6,56.1,"Non-metro","Iowa"
2022-03-05,"Cass County",61.9,57.7,"Non-metro","Iowa"
2022-03-08,"Story County",68,62.7,"Metro","Iowa"
2022-03-02,"Washington County",61,56.2,"Metro","Iowa"
2022-03-23,"Davis County",38.9,36.6,"Non-metro","Iowa"
2022-03-09,"Howard County",55.3,51.2,"Non-metro","Iowa"
2022-03-24,"Cedar County",63.8,59.8,"Non-metro","Iowa"
2022-03-01,"Black Hawk County",64.6,59.5,"Metro","Iowa"
2022-03-13,"Cerro Gordo County",67.9,62.7,"Non-metro","Iowa"
2022-03-14,"Story County",68.1,62.8,"Metro","Iowa"
2022-03-19,"Des Moines County",56,51.2,"Non-metro","Iowa"
2022-03-20,"Montgomery County",62.4,56.1,"Non-metro","Iowa"
2022-03-05,"Lee County",55.9,50.5,"Non-metro","Iowa"
2022-03-31,"Buena Vista County",73.4,67.6,"Non-metro","Iowa"
2022-03-08,"Hardin County",59.3,55.8,"Non-metro","Iowa"
2022-03-12,"Muscatine County",66,60.3,"Non-metro","Iowa"
2022-03-20,"O'Brien County",53.2,50.1,"Non-metro","Iowa"
2022-03-25,"Allamakee County",59.1,53.1,"Non-metro","Iowa"
2022-03-18,"Chickasaw County",58.1,54.6,"Non-metro","Iowa"
2022-03-07,"Clinton County",59.9,54.1,"Non-metro","Iowa"
2022-03-03,"Crawford County",57.7,53.4,"Non-metro","Iowa"
2022-03-13,"Mitchell County",51.1,48.5,"Non-metro","Iowa"
2022-03-01,"Winnebago County",55.9,51.8,"Non-metro","Iowa"
2022-03-28,"Jones County",62,58.4,"Metro","Iowa"
2022-03-14,"Muscatine County",66.1,60.3,"Non-metro","Iowa"
2022-03-27,"Black Hawk County",64.9,59.8,"Metro","Iowa"
2022-03-01,"Des Moines County",55.8,51,"Non-metro","Iowa"
